dataset,seed,bootstrap_repeats,caliper,method,effect,ci_low,ci_high,ci_width,balance_after
lalonde,2024,40,0.03,RegressionAdjustmentEstimator,1548.2438020003797,21.702529770213577,2828.0501166332156,2806.347586863002,0.5085763727684149
lalonde,2024,40,0.03,IPWEstimator,232.42121949850025,-1309.5614781373922,1657.4609205249633,2967.0223986623555,0.14935561296631406
lalonde,2024,40,0.03,DoublyRobustEstimator,798.718243476316,-1708.2200440706124,2536.9973834392754,4245.217427509888,0.15822617744353895
lalonde,2024,40,0.03,PropensityMatcher,1052.1097784403669,-593.1547959833332,2925.619542696413,3518.7743386797465,0.0643519114997541
lalonde,2024,40,0.05,RegressionAdjustmentEstimator,1548.2438020003797,21.702529770213577,2828.0501166332156,2806.347586863002,0.5085763727684149
lalonde,2024,40,0.05,IPWEstimator,232.42121949850025,-1309.5614781373922,1657.4609205249633,2967.0223986623555,0.14935561296631406
lalonde,2024,40,0.05,DoublyRobustEstimator,798.718243476316,-1708.2200440706124,2536.9973834392754,4245.217427509888,0.15822617744353895
lalonde,2024,40,0.05,PropensityMatcher,1540.0712793577982,-565.1563439968587,2860.365677214776,3425.5220212116346,0.07344052274257647
lalonde,2024,40,0.1,RegressionAdjustmentEstimator,1548.2438020003797,21.702529770213577,2828.0501166332156,2806.347586863002,0.5085763727684149
lalonde,2024,40,0.1,IPWEstimator,232.42121949850025,-1309.5614781373922,1657.4609205249633,2967.0223986623555,0.14935561296631406
lalonde,2024,40,0.1,DoublyRobustEstimator,798.718243476316,-1708.2200440706124,2536.9973834392754,4245.217427509888,0.15822617744353895
lalonde,2024,40,0.1,PropensityMatcher,1175.4190555045873,-770.8638938241515,3163.208339252671,3934.0722330768226,0.084651858788
nhefs,2024,40,0.01,RegressionAdjustmentEstimator,3.3341674140824518,2.740794078478669,3.9956131970198117,1.2548191185411426,0.1521322101281169
nhefs,2024,40,0.01,IPWEstimator,3.2634978711907743,2.5243222378542622,3.9702757069973282,1.445953469143066,0.012853630864701801
nhefs,2024,40,0.01,DoublyRobustEstimator,3.293647427944588,2.633411669531021,4.1618335066123056,1.5284218370812845,0.012853630864701768
nhefs,2024,40,0.01,PropensityMatcher,3.103357800694088,2.6248279915733432,3.9903955596794733,1.3655675681061301,0.029097592224732145
nhefs,2024,40,0.02,RegressionAdjustmentEstimator,3.3341674140824518,2.740794078478669,3.9956131970198117,1.2548191185411426,0.1521322101281169
nhefs,2024,40,0.02,IPWEstimator,3.2634978711907743,2.5243222378542622,3.9702757069973282,1.445953469143066,0.012853630864701801
nhefs,2024,40,0.02,DoublyRobustEstimator,3.293647427944588,2.633411669531021,4.1618335066123056,1.5284218370812845,0.012853630864701768
nhefs,2024,40,0.02,PropensityMatcher,3.2117884332647817,2.6782385791123384,4.017034707669461,1.3387961285571222,0.029879113398767032
nhefs,2024,40,0.05,RegressionAdjustmentEstimator,3.3341674140824518,2.740794078478669,3.9956131970198117,1.2548191185411426,0.1521322101281169
nhefs,2024,40,0.05,IPWEstimator,3.2634978711907743,2.5243222378542622,3.9702757069973282,1.445953469143066,0.012853630864701801
nhefs,2024,40,0.05,DoublyRobustEstimator,3.293647427944588,2.633411669531021,4.1618335066123056,1.5284218370812845,0.012853630864701768
nhefs,2024,40,0.05,PropensityMatcher,3.179420589179487,2.7075838227235693,3.986663210230411,1.2790793875068416,0.03034650732298481
synthetic,2024,40,0.02,RegressionAdjustmentEstimator,1.9846249321644263,1.7971108021586075,2.12188703179401,0.32477622963540265,0.4101570945338573
synthetic,2024,40,0.02,IPWEstimator,1.927137190707402,1.689874196807135,2.218594144606037,0.528719947798902,0.01574644379960979
synthetic,2024,40,0.02,DoublyRobustEstimator,1.9354540855590772,1.6944648194593157,2.1405543290379545,0.4460895095786388,0.015746443799608996
synthetic,2024,40,0.02,PropensityMatcher,1.7069487424995728,1.3606601038207233,2.2338916191179625,0.8732315152972392,0.05052043831836204
lalonde,2024,80,0.03,RegressionAdjustmentEstimator,1548.2438020003797,46.32327907524232,3223.502728853096,3177.1794497778537,0.5085763727684149
lalonde,2024,80,0.03,IPWEstimator,232.42121949850025,-1309.5614781373922,1845.9775991825152,3155.5390773199074,0.14935561296631406
lalonde,2024,80,0.03,DoublyRobustEstimator,798.718243476316,-1440.5577841080108,2536.9973834392754,3977.555167547286,0.15822617744353895
lalonde,2024,80,0.03,PropensityMatcher,1052.1097784403669,-553.9389627836174,2925.619542696413,3479.5585054800304,0.0643519114997541
lalonde,2024,80,0.05,RegressionAdjustmentEstimator,1548.2438020003797,46.32327907524232,3223.502728853096,3177.1794497778537,0.5085763727684149
lalonde,2024,80,0.05,IPWEstimator,232.42121949850025,-1309.5614781373922,1845.9775991825152,3155.5390773199074,0.14935561296631406
lalonde,2024,80,0.05,DoublyRobustEstimator,798.718243476316,-1440.5577841080108,2536.9973834392754,3977.555167547286,0.15822617744353895
lalonde,2024,80,0.05,PropensityMatcher,1540.0712793577982,-532.5324993410068,2560.953289985302,3093.485789326309,0.07344052274257647
lalonde,2024,80,0.1,RegressionAdjustmentEstimator,1548.2438020003797,46.32327907524232,3223.502728853096,3177.1794497778537,0.5085763727684149
lalonde,2024,80,0.1,IPWEstimator,232.42121949850025,-1309.5614781373922,1845.9775991825152,3155.5390773199074,0.14935561296631406
lalonde,2024,80,0.1,DoublyRobustEstimator,798.718243476316,-1440.5577841080108,2536.9973834392754,3977.555167547286,0.15822617744353895
lalonde,2024,80,0.1,PropensityMatcher,1175.4190555045873,-662.5431230298449,2786.399232414674,3448.942355444519,0.084651858788
nhefs,2024,80,0.01,RegressionAdjustmentEstimator,3.3341674140824518,2.752096105645271,3.995613197019811,1.2435170913745401,0.1521322101281169
nhefs,2024,80,0.01,IPWEstimator,3.2634978711907743,2.5398586221565815,3.9702757069973273,1.4304170848407458,0.012853630864701801
nhefs,2024,80,0.01,DoublyRobustEstimator,3.293647427944588,2.627908222990212,4.1618335066123056,1.5339252836220933,0.012853630864701768
nhefs,2024,80,0.01,PropensityMatcher,3.103357800694088,2.5508367051977054,4.312597715538233,1.761761010340528,0.029097592224732145
nhefs,2024,80,0.02,RegressionAdjustmentEstimator,3.3341674140824518,2.752096105645271,3.995613197019811,1.2435170913745401,0.1521322101281169
nhefs,2024,80,0.02,IPWEstimator,3.2634978711907743,2.5398586221565815,3.9702757069973273,1.4304170848407458,0.012853630864701801
nhefs,2024,80,0.02,DoublyRobustEstimator,3.293647427944588,2.627908222990212,4.1618335066123056,1.5339252836220933,0.012853630864701768
nhefs,2024,80,0.02,PropensityMatcher,3.2117884332647817,2.561748762753051,4.3728219008025055,1.8110731380494545,0.029879113398767032
nhefs,2024,80,0.05,RegressionAdjustmentEstimator,3.3341674140824518,2.752096105645271,3.995613197019811,1.2435170913745401,0.1521322101281169
nhefs,2024,80,0.05,IPWEstimator,3.2634978711907743,2.5398586221565815,3.9702757069973273,1.4304170848407458,0.012853630864701801
nhefs,2024,80,0.05,DoublyRobustEstimator,3.293647427944588,2.627908222990212,4.1618335066123056,1.5339252836220933,0.012853630864701768
nhefs,2024,80,0.05,PropensityMatcher,3.179420589179487,2.572799773422155,4.432606229744174,1.8598064563220187,0.03034650732298481
synthetic,2024,80,0.02,RegressionAdjustmentEstimator,1.9846249321644263,1.8488438749888543,2.1398269450710874,0.2909830700822331,0.4101570945338573
synthetic,2024,80,0.02,IPWEstimator,1.927137190707402,1.6729739389206597,2.226671679446801,0.5536977405261414,0.01574644379960979
synthetic,2024,80,0.02,DoublyRobustEstimator,1.9354540855590772,1.7983050237622045,2.0971009861251004,0.29879596236289596,0.015746443799608996
synthetic,2024,80,0.02,PropensityMatcher,1.7069487424995728,1.309553425773953,2.2953658479329158,0.9858124221589628,0.05052043831836204
lalonde,999,20,0.03,RegressionAdjustmentEstimator,1548.2438020003797,863.811868572417,2738.078759291824,1874.266890719407,0.5085763727684149
lalonde,999,20,0.03,IPWEstimator,232.42121949850025,-917.805061731172,1704.3661754849454,2622.1712372161173,0.14935561296631406
lalonde,999,20,0.03,DoublyRobustEstimator,798.718243476316,-844.6575321293367,2488.639897708963,3333.2974298382996,0.15822617744353895
lalonde,999,20,0.03,PropensityMatcher,1052.1097784403669,-271.60213606875004,2628.30323252357,2899.90536859232,0.0643519114997541
lalonde,999,20,0.05,RegressionAdjustmentEstimator,1548.2438020003797,863.811868572417,2738.078759291824,1874.266890719407,0.5085763727684149
lalonde,999,20,0.05,IPWEstimator,232.42121949850025,-917.805061731172,1704.3661754849454,2622.1712372161173,0.14935561296631406
lalonde,999,20,0.05,DoublyRobustEstimator,798.718243476316,-844.6575321293367,2488.639897708963,3333.2974298382996,0.15822617744353895
lalonde,999,20,0.05,PropensityMatcher,1540.0712793577982,35.880461184151734,2940.2204321747695,2904.3399709906175,0.07344052274257647
lalonde,999,20,0.1,RegressionAdjustmentEstimator,1548.2438020003797,863.811868572417,2738.078759291824,1874.266890719407,0.5085763727684149
lalonde,999,20,0.1,IPWEstimator,232.42121949850025,-917.805061731172,1704.3661754849454,2622.1712372161173,0.14935561296631406
lalonde,999,20,0.1,DoublyRobustEstimator,798.718243476316,-844.6575321293367,2488.639897708963,3333.2974298382996,0.15822617744353895
lalonde,999,20,0.1,PropensityMatcher,1175.4190555045873,46.61060930785882,2371.327111585858,2324.716502277999,0.084651858788
nhefs,999,20,0.01,RegressionAdjustmentEstimator,3.3341674140824518,2.5421813751838216,4.4579228857651785,1.9157415105813569,0.1521322101281169
nhefs,999,20,0.01,IPWEstimator,3.2634978711907743,2.3201412397736845,4.266491428602601,1.9463501888289163,0.012853630864701801
nhefs,999,20,0.01,DoublyRobustEstimator,3.293647427944588,2.3282901069704045,4.338340728819393,2.0100506218489884,0.012853630864701768
nhefs,999,20,0.01,PropensityMatcher,3.103357800694088,2.2980301355065467,4.687773766227608,2.3897436307210618,0.029097592224732145
nhefs,999,20,0.02,RegressionAdjustmentEstimator,3.3341674140824518,2.5421813751838216,4.4579228857651785,1.9157415105813569,0.1521322101281169
nhefs,999,20,0.02,IPWEstimator,3.2634978711907743,2.3201412397736845,4.266491428602601,1.9463501888289163,0.012853630864701801
nhefs,999,20,0.02,DoublyRobustEstimator,3.293647427944588,2.3282901069704045,4.338340728819393,2.0100506218489884,0.012853630864701768
nhefs,999,20,0.02,PropensityMatcher,3.2117884332647817,2.247861925539777,4.612566430119485,2.364704504579708,0.029879113398767032
nhefs,999,20,0.05,RegressionAdjustmentEstimator,3.3341674140824518,2.5421813751838216,4.4579228857651785,1.9157415105813569,0.1521322101281169
nhefs,999,20,0.05,IPWEstimator,3.2634978711907743,2.3201412397736845,4.266491428602601,1.9463501888289163,0.012853630864701801
nhefs,999,20,0.05,DoublyRobustEstimator,3.293647427944588,2.3282901069704045,4.338340728819393,2.0100506218489884,0.012853630864701768
nhefs,999,20,0.05,PropensityMatcher,3.179420589179487,2.3538472722892747,4.692374966114035,2.3385276938247603,0.03034650732298481
synthetic,999,20,0.02,RegressionAdjustmentEstimator,1.9846249321644263,1.867468939864788,2.138116524901968,0.2706475850371799,0.4101570945338573
synthetic,999,20,0.02,IPWEstimator,1.927137190707402,1.6381517616315542,2.183378735964447,0.5452269743328928,0.01574644379960979
synthetic,999,20,0.02,DoublyRobustEstimator,1.9354540855590772,1.819564067050793,2.095476227049394,0.27591215999860097,0.015746443799608996
synthetic,999,20,0.02,PropensityMatcher,1.7069487424995728,1.2221680111353619,2.325740197334928,1.1035721861995662,0.05052043831836204
lalonde,999,40,0.03,RegressionAdjustmentEstimator,1548.2438020003797,153.25281101708518,2694.5650197589357,2541.3122087418506,0.5085763727684149
lalonde,999,40,0.03,IPWEstimator,232.42121949850025,-1424.5029694261755,1913.9518829782987,3338.454852404474,0.14935561296631406
lalonde,999,40,0.03,DoublyRobustEstimator,798.718243476316,-1467.7715352693453,2523.1684442670835,3990.939979536429,0.15822617744353895
lalonde,999,40,0.03,PropensityMatcher,1052.1097784403669,-217.47104738868106,2551.1792797488283,2768.6503271375095,0.0643519114997541
lalonde,999,40,0.05,RegressionAdjustmentEstimator,1548.2438020003797,153.25281101708518,2694.5650197589357,2541.3122087418506,0.5085763727684149
lalonde,999,40,0.05,IPWEstimator,232.42121949850025,-1424.5029694261755,1913.9518829782987,3338.454852404474,0.14935561296631406
lalonde,999,40,0.05,DoublyRobustEstimator,798.718243476316,-1467.7715352693453,2523.1684442670835,3990.939979536429,0.15822617744353895
lalonde,999,40,0.05,PropensityMatcher,1540.0712793577982,-88.26666096277214,2734.8873462940355,2823.1540072568077,0.07344052274257647
lalonde,999,40,0.1,RegressionAdjustmentEstimator,1548.2438020003797,153.25281101708518,2694.5650197589357,2541.3122087418506,0.5085763727684149
lalonde,999,40,0.1,IPWEstimator,232.42121949850025,-1424.5029694261755,1913.9518829782987,3338.454852404474,0.14935561296631406
lalonde,999,40,0.1,DoublyRobustEstimator,798.718243476316,-1467.7715352693453,2523.1684442670835,3990.939979536429,0.15822617744353895
lalonde,999,40,0.1,PropensityMatcher,1175.4190555045873,-124.6410427067839,2397.318925606643,2521.959968313427,0.084651858788
nhefs,999,40,0.01,RegressionAdjustmentEstimator,3.3341674140824518,2.486254237816132,4.482789246678056,1.9965350088619243,0.1521322101281169
nhefs,999,40,0.01,IPWEstimator,3.2634978711907743,2.3832088581404647,4.409603203778017,2.0263943456375526,0.012853630864701801
nhefs,999,40,0.01,DoublyRobustEstimator,3.293647427944588,2.4016437432275115,4.49591812358198,2.0942743803544683,0.012853630864701768
nhefs,999,40,0.01,PropensityMatcher,3.103357800694088,2.285770021414418,4.536898038051079,2.2511280166366605,0.029097592224732145
nhefs,999,40,0.02,RegressionAdjustmentEstimator,3.3341674140824518,2.486254237816132,4.482789246678056,1.9965350088619243,0.1521322101281169
nhefs,999,40,0.02,IPWEstimator,3.2634978711907743,2.3832088581404647,4.409603203778017,2.0263943456375526,0.012853630864701801
nhefs,999,40,0.02,DoublyRobustEstimator,3.293647427944588,2.4016437432275115,4.49591812358198,2.0942743803544683,0.012853630864701768
nhefs,999,40,0.02,PropensityMatcher,3.2117884332647817,2.294835278459368,4.549751553621108,2.2549162751617398,0.029879113398767032
nhefs,999,40,0.05,RegressionAdjustmentEstimator,3.3341674140824518,2.486254237816132,4.482789246678056,1.9965350088619243,0.1521322101281169
nhefs,999,40,0.05,IPWEstimator,3.2634978711907743,2.3832088581404647,4.409603203778017,2.0263943456375526,0.012853630864701801
nhefs,999,40,0.05,DoublyRobustEstimator,3.293647427944588,2.4016437432275115,4.49591812358198,2.0942743803544683,0.012853630864701768
nhefs,999,40,0.05,PropensityMatcher,3.179420589179487,2.1956421593579383,4.503445573889573,2.307803414531635,0.03034650732298481
synthetic,999,40,0.02,RegressionAdjustmentEstimator,1.9846249321644263,1.8510954202268681,2.1476083331793787,0.2965129129525106,0.4101570945338573
synthetic,999,40,0.02,IPWEstimator,1.927137190707402,1.6124488076433665,2.1980742641074165,0.58562545646405,0.01574644379960979
synthetic,999,40,0.02,DoublyRobustEstimator,1.9354540855590772,1.760345149557709,2.105278115065919,0.3449329655082103,0.015746443799608996
synthetic,999,40,0.02,PropensityMatcher,1.7069487424995728,1.1862056919472028,2.3043672032527454,1.1181615113055425,0.05052043831836204
lalonde,999,80,0.03,RegressionAdjustmentEstimator,1548.2438020003797,66.53519108431469,2694.5650197589353,2628.0298286746206,0.5085763727684149
lalonde,999,80,0.03,IPWEstimator,232.42121949850025,-1424.5029694261755,1902.4826903739086,3326.9856598000842,0.14935561296631406
lalonde,999,80,0.03,DoublyRobustEstimator,798.718243476316,-1467.7715352693453,2787.685562708956,4255.457097978301,0.15822617744353895
lalonde,999,80,0.03,PropensityMatcher,1052.1097784403669,-283.6550262771371,2701.6125572317214,2985.2675835088585,0.0643519114997541
lalonde,999,80,0.05,RegressionAdjustmentEstimator,1548.2438020003797,66.53519108431469,2694.5650197589353,2628.0298286746206,0.5085763727684149
lalonde,999,80,0.05,IPWEstimator,232.42121949850025,-1424.5029694261755,1902.4826903739086,3326.9856598000842,0.14935561296631406
lalonde,999,80,0.05,DoublyRobustEstimator,798.718243476316,-1467.7715352693453,2787.685562708956,4255.457097978301,0.15822617744353895
lalonde,999,80,0.05,PropensityMatcher,1540.0712793577982,-314.62489351441013,2825.5299145911154,3140.1548081055253,0.07344052274257647
lalonde,999,80,0.1,RegressionAdjustmentEstimator,1548.2438020003797,66.53519108431469,2694.5650197589353,2628.0298286746206,0.5085763727684149
lalonde,999,80,0.1,IPWEstimator,232.42121949850025,-1424.5029694261755,1902.4826903739086,3326.9856598000842,0.14935561296631406
lalonde,999,80,0.1,DoublyRobustEstimator,798.718243476316,-1467.7715352693453,2787.685562708956,4255.457097978301,0.15822617744353895
lalonde,999,80,0.1,PropensityMatcher,1175.4190555045873,-310.5352628225684,2764.3840220255975,3074.9192848481657,0.084651858788
nhefs,999,80,0.01,RegressionAdjustmentEstimator,3.3341674140824518,2.486254237816132,4.284325026619041,1.7980707888029093,0.1521322101281169
nhefs,999,80,0.01,IPWEstimator,3.2634978711907743,2.3832834483901535,4.106393212218608,1.7231097638284543,0.012853630864701801
nhefs,999,80,0.01,DoublyRobustEstimator,3.293647427944588,2.4016437432275115,4.181167316203754,1.7795235729762426,0.012853630864701768
nhefs,999,80,0.01,PropensityMatcher,3.103357800694088,2.4221806403409984,4.531995418664514,2.1098147783235155,0.029097592224732145
nhefs,999,80,0.02,RegressionAdjustmentEstimator,3.3341674140824518,2.486254237816132,4.284325026619041,1.7980707888029093,0.1521322101281169
nhefs,999,80,0.02,IPWEstimator,3.2634978711907743,2.3832834483901535,4.106393212218608,1.7231097638284543,0.012853630864701801
nhefs,999,80,0.02,DoublyRobustEstimator,3.293647427944588,2.4016437432275115,4.181167316203754,1.7795235729762426,0.012853630864701768
nhefs,999,80,0.02,PropensityMatcher,3.2117884332647817,2.3331047458476624,4.549751553621106,2.2166468077734436,0.029879113398767032
nhefs,999,80,0.05,RegressionAdjustmentEstimator,3.3341674140824518,2.486254237816132,4.284325026619041,1.7980707888029093,0.1521322101281169
nhefs,999,80,0.05,IPWEstimator,3.2634978711907743,2.3832834483901535,4.106393212218608,1.7231097638284543,0.012853630864701801
nhefs,999,80,0.05,DoublyRobustEstimator,3.293647427944588,2.4016437432275115,4.181167316203754,1.7795235729762426,0.012853630864701768
nhefs,999,80,0.05,PropensityMatcher,3.179420589179487,2.368776381836636,4.527277521143179,2.158501139306543,0.03034650732298481
synthetic,999,80,0.02,RegressionAdjustmentEstimator,1.9846249321644263,1.7939570233135875,2.1476083331793787,0.3536513098657912,0.4101570945338573
synthetic,999,80,0.02,IPWEstimator,1.927137190707402,1.6153505955514889,2.24425688578784,0.6289062902363511,0.01574644379960979
synthetic,999,80,0.02,DoublyRobustEstimator,1.9354540855590772,1.7590345424495524,2.145170581207668,0.38613603875811564,0.015746443799608996
synthetic,999,80,0.02,PropensityMatcher,1.7069487424995728,1.100037010780793,2.3760573297900165,1.2760203190092234,0.05052043831836204
